thisRow.t,notes,instructions.started,text_3.started,key_resp_2.started,sound_1.started,sound_2.started,sound_1.stopped,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.05155560001730919,0.06523170007858425,0.06523170007858425,0.06802777004195378,1.0519454700523057,1.0713559000287205,1.7870189000386745,space,1.7078682000283152,None,1W,001,2023-11-28_11h22.41.540,word priming task,2023.2.3,59.92394452252548,2023-11-28 11h23.02.312030 +0530,
